l_host_is_superhost,n_host_listings_count,n_host_verifications,l_host_has_profile_pic,l_host_identity_verified,f_property_type,n_accommodates,n_bedrooms,n_beds,n_min_nights,l_has_availability,n_sales_30,n_sales_60,n_sales_90,n_sales_365,n_number_of_reviews,n_review_scores_rating,l_instant_bookable,n_reviews_per_month,f_neighbourhood_cleansed,n_bathrooms,usd_price,flag_reviews_per_month,flag_review_scores_rating,n_days_since_1st,n_days_since_last,d_Cleaning_before_checkout,d_Extra_pillows_and_blankets,d_First_aid_kit,d_High_chair,d_Iron,d_Patio_or_balcony,d_Private_entrance,d_Room_darkening_shades,d_Single_level_home,d_Waterfront,d_Window_guards,d_wifi,d_HDTV,d_Dedicated__Workspace,d_Paid__Parking,d_Free__Parking,d_Refrigerator,d_Fitness,d_stove,d_shampoo,d_hot__water,d_Washer,d_air__condition,d_Smart__Lock,d_Dryer,d_Kitchen,d_Oven,d_Children,d_Microwave,d_garden,d_breakfast,d_Bed_linens,d_Bread_maker,d_Building_staff,d_Carbon_monoxide_alarm,d_Coffee_maker,d_Cooking_basics,d_Dishes_and_silverware,d_Elevator,d_Essentials,d_Fire_extinguisher,d_Hangers,d_Heating,d_Host_greets_you,d_Indoor_fireplace,d_Keypad,d_Long_term_stays_allowed,d_Luggage_dropoff_allowed,usd_price_ln,n_days_since_last_ln,n_days_since_1st_ln,n_accommodates_ln,n_accommodates_ln2,n_accommodates_2,f_has_1_review_monthly,f_review_scores_rating,f_number_of_reviews,f_sales_365,f_sales_90,f_sales_60,f_sales_30,f_min_nights,f_beds,f_bedrooms,f_bathrooms,f_host_listing,flag_n_days_since,f_host_accepts_all
0,0,9,1,1,condominium,2,1,1,31,1,9,9,9,283,0,93.72979250541964,0,0,Vadhana,1,26.565,1,1,3760,3603,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.2795945599029066,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,3,1,1,1,3,3,1,1,1,1,0
0,0,7,1,1,apartment,2,1,1,1,1,0,0,0,275,0,93.72979250541964,0,0,Vadhana,1,39.6,1,1,3760,3603,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3.6788291182604347,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,3,0,0,0,1,3,1,1,1,1,0
0,0,6,1,1,apartment,4,2,2,2,1,30,60,90,365,0,93.72979250541964,0,0,Vadhana,1,94.677,1,1,3760,3603,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.550471098465708,8.189522110748094,8.23217423638394,1.3862943611198906,1.9218120556728056,64,0,2,1,3,3,1,2,2,3,2,1,1,1,0
0,0,6,1,1,apartment,4,2,2,2,1,0,0,0,0,0,93.72979250541964,0,0,Khlong Toei,1,94.677,1,1,3760,3603,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.550471098465708,8.189522110748094,8.23217423638394,1.3862943611198906,1.9218120556728056,64,0,2,1,0,0,0,0,2,3,2,1,1,1,0
0,0,7,1,1,apartment,3,1,1,1,1,1,1,1,1,3,100,0,0.3,Vadhana,1,33,0,0,297,295,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.4965075614664802,5.68697535633982,5.6937321388027,1.0986122886681098,1.206948960812582,27,1,3,2,0,1,1,1,1,3,1,1,1,0,1
1,3,6,1,1,condominium,6,4,4,2,1,0,0,0,184,0,93.72979250541964,1,0,Vadhana,2,184.8,1,1,3760,3603,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,5.2192741592075835,8.189522110748094,8.23217423638394,1.791759469228055,3.210401995568401,216,0,2,1,2,0,0,0,2,10,3,2,2,1,1
0,11,7,1,1,condominium,2,1,1,1,1,30,39,39,39,2,90,1,0.2,Bang Kapi,1,16.5,0,0,292,285,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,2.803360380906535,5.652489180268651,5.676753802268282,0.6931471805599453,0.4804530139182014,8,1,2,2,0,2,1,2,1,3,1,1,2,0,0
0,2,6,1,1,apartment,4,1,2,3,1,1,1,1,276,0,93.72979250541964,0,0,Huai Khwang,1,33,1,1,3760,3603,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,3.4965075614664802,8.189522110748094,8.23217423638394,1.3862943611198906,1.9218120556728056,64,0,2,1,3,1,1,1,3,3,1,1,2,1,1
1,21,8,1,1,apartment,2,1,1,28,1,30,60,90,365,0,93.72979250541964,0,0,Phra Khanong,1,29.37,1,1,3760,3603,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3.379973745210529,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,3,3,1,2,3,3,1,1,2,1,1
1,3,6,1,1,apartment,2,1,1,1,1,2,2,2,2,0,93.72979250541964,1,0,Phaya Thai,2,34.419000000000004,1,1,3760,3603,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,3.5386087374851156,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,0,1,1,1,1,3,1,2,2,1,1
0,0,1,1,1,condominium,2,1,2,2,1,30,60,74,349,0,93.72979250541964,0,0,Bang Phlat,1,25.608,1,1,3760,3603,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3.242904802667562,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,3,3,1,2,2,3,1,1,1,1,0
1,3,6,1,1,apartment,2,1,1,1,1,1,1,1,1,22,96,1,2.36,Phaya Thai,2,21.219,0,0,279,11,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,3.0548970067219625,2.3978952727983707,5.631211781821365,0.6931471805599453,0.4804530139182014,8,1,2,2,0,1,1,1,1,3,1,2,2,0,1
0,5,6,1,1,apartment,2,1,1,1,1,6,6,8,12,0,93.72979250541964,1,0,Ratchathewi,1.5,16.5,1,1,3760,3603,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2.803360380906535,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,0,1,1,1,1,3,1,2,2,1,1
0,2,5,1,1,condominium,2,1,1,30,1,2,2,2,277,1,100,0,0.11,Parthum Wan,1.5,99,0,0,276,276,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.59511985013459,5.62040086571715,5.62040086571715,0.6931471805599453,0.4804530139182014,8,1,3,2,3,1,1,1,3,3,1,2,2,0,1
0,8,6,1,1,condominium,2,1,1,1,1,0,0,0,0,0,93.72979250541964,0,0,Huai Khwang,1.5,26.796000000000003,1,1,3760,3603,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3.2882526226460214,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,0,0,0,0,1,3,1,2,2,1,1
1,20,7,1,1,apartment,2,1,1,1,1,30,31,31,216,2,100,0,0.25,Huai Khwang,1,14.487,0,0,243,230,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,2.6732516955595145,5.438079308923196,5.493061443340548,0.6931471805599453,0.4804530139182014,8,1,3,2,2,2,1,2,1,3,1,1,2,0,1
1,20,7,1,1,apartment,2,1,1,1,1,29,39,39,223,0,93.72979250541964,0,0,Huai Khwang,1,14.454,1,1,3760,3603,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,2.6709711928607893,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,2,2,1,2,1,3,1,1,2,1,1
0,8,8,1,1,apartment,4,3,3,21,1,2,2,2,187,0,93.72979250541964,0,0,Suanluang,3.5,39.6,1,1,3760,3603,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,3.6788291182604347,8.189522110748094,8.23217423638394,1.3862943611198906,1.9218120556728056,64,0,2,1,2,1,1,1,3,10,3,3,2,1,0
0,0,2,1,0,condominium,2,1,1,30,1,30,39,39,39,0,93.72979250541964,0,0,Bangkok Yai,1,29.700000000000003,1,1,3760,3603,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.391147045808654,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,0,2,1,2,3,3,1,1,1,1,1
0,8,6,1,1,condominium,2,1,1,1,1,0,0,0,0,0,93.72979250541964,0,0,Huai Khwang,1.5,26.829,1,1,3760,3603,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3.289483392032154,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,0,0,0,0,1,3,1,2,2,1,1
0,1,6,1,1,Other,4,2,1,27,1,0,0,0,0,0,93.72979250541964,1,0,Vadhana,1.5,50.226,1,1,3760,3603,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,3.9165328209059744,8.189522110748094,8.23217423638394,1.3862943611198906,1.9218120556728056,64,0,2,1,0,0,0,0,3,3,2,2,1,1,0
0,0,6,1,1,condominium,2,1,1,30,1,0,0,0,185,0,93.72979250541964,1,0,Suanluang,1,18.150000000000002,1,1,3760,3603,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.89867056071086,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,2,0,0,0,3,3,1,1,1,1,0
1,3,7,1,1,apartment,3,1,1,21,1,0,0,0,95,0,93.72979250541964,1,0,Parthum Wan,1,43.824000000000005,1,1,3760,3603,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,3.7801816125207224,8.189522110748094,8.23217423638394,1.0986122886681098,1.206948960812582,27,0,2,1,1,0,0,0,3,3,1,1,2,1,1
0,0,7,1,1,apartment,4,1,3,1,1,1,1,1,185,3,100,1,0.3,Huai Khwang,1.5,39.6,0,0,295,293,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,3.6788291182604347,5.680172609017068,5.68697535633982,1.3862943611198906,1.9218120556728056,64,1,3,2,2,1,1,1,1,10,1,2,1,0,1
0,2,6,1,1,apartment,2,1,1,1,1,0,0,0,0,0,93.72979250541964,1,0,Huai Khwang,1,16.599,1,1,3760,3603,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.809342452584082,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,0,0,0,0,1,3,1,1,2,1,1
0,43,7,1,1,apartment,2,1,2,1,1,2,2,2,2,0,93.72979250541964,1,0,Din Daeng,1.5,29.865000000000002,1,1,3760,3603,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3.3966872261842695,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,0,1,1,1,1,3,1,2,2,1,1
0,43,7,1,1,apartment,2,1,1,1,1,2,2,2,2,0,93.72979250541964,1,0,Huai Khwang,1.5,26.796000000000003,1,1,3760,3603,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3.2882526226460214,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,0,1,1,1,1,3,1,2,2,1,1
0,5,6,1,1,apartment,4,2,2,1,1,1,1,1,1,0,93.72979250541964,1,0,Bang Phlat,2,97.548,1,1,3760,3603,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,4.580344564552435,8.189522110748094,8.23217423638394,1.3862943611198906,1.9218120556728056,64,0,2,1,0,1,1,1,1,3,2,2,2,1,0
0,2,9,1,1,condominium,2,1,0,30,1,7,7,7,192,0,93.72979250541964,0,0,Yan na wa,1,49.5,1,1,3760,3603,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3.901972669574645,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,2,1,1,1,3,1,1,1,2,1,0
1,32,6,1,1,condominium,3,1,1,28,1,0,0,0,0,0,93.72979250541964,1,0,Bang Rak,1,40.524,1,1,3760,3603,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,3.701894391191431,8.189522110748094,8.23217423638394,1.0986122886681098,1.206948960812582,27,0,2,1,0,0,0,0,3,3,1,1,2,1,1
0,1,5,1,1,apartment,3,1,1,2,1,0,0,0,0,0,93.72979250541964,0,0,Phra Khanong,1.5,26.400000000000002,1,1,3760,3603,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3.2733640101522705,8.189522110748094,8.23217423638394,1.0986122886681098,1.206948960812582,27,0,2,1,0,0,0,0,2,3,1,2,1,1,0
1,6,6,1,1,apartment,3,1,2,2,1,0,0,0,0,2,100,1,0.21,Ratchathewi,1.5,85.04100000000001,0,0,284,277,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4.443133493136709,5.6240175061873385,5.648974238161206,1.0986122886681098,1.206948960812582,27,1,3,2,0,0,0,0,2,3,1,2,2,0,1
0,0,3,1,0,condominium,2,1,1,1,1,0,0,0,0,0,93.72979250541964,1,0,Chatu Chak,1,39.105000000000004,1,1,3760,3603,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.666250336053575,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,0,0,0,0,1,3,1,1,1,1,0
0,0,3,1,0,condominium,5,2,2,1,1,0,0,0,0,0,93.72979250541964,1,0,Phra Nakhon,2,41.349000000000004,1,1,3760,3603,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.722048237380412,8.189522110748094,8.23217423638394,1.6094379124341003,2.5902903939802346,125,0,2,1,0,0,0,0,1,3,2,2,1,1,0
0,11,7,1,1,condominium,2,1,1,1,1,30,60,67,67,0,93.72979250541964,1,0,Wang Thong Lang,1,16.5,1,1,3760,3603,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,2.803360380906535,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,0,3,1,2,1,3,1,1,2,1,0
0,11,7,1,1,condominium,2,1,1,7,1,0,0,0,0,0,93.72979250541964,1,0,Bang Kapi,1,26.400000000000002,1,1,3760,3603,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,3.2733640101522705,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,0,0,0,0,3,3,1,1,2,1,0
0,11,7,1,1,condominium,2,1,1,7,1,0,0,0,0,0,93.72979250541964,1,0,Wang Thong Lang,1,26.400000000000002,1,1,3760,3603,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,3.2733640101522705,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,0,0,0,0,3,3,1,1,2,1,0
0,11,7,1,1,condominium,2,1,1,7,1,0,0,0,0,0,93.72979250541964,1,0,Wang Thong Lang,1,26.400000000000002,1,1,3760,3603,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,3.2733640101522705,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,0,0,0,0,3,3,1,1,2,1,0
0,2,6,1,1,Other,4,2,2,90,1,0,0,0,0,0,93.72979250541964,1,0,Ratchathewi,1,42.867000000000004,1,1,3760,3603,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,3.7581022991549426,8.189522110748094,8.23217423638394,1.3862943611198906,1.9218120556728056,64,0,2,1,0,0,0,0,3,3,2,1,2,1,1
0,64,11,1,1,apartment,4,1,1,1,1,11,11,11,11,2,70,1,0.22,Huai Khwang,1,18.48,0,0,267,223,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,2.916689066213538,5.407171771460119,5.58724865840025,1.3862943611198906,1.9218120556728056,64,1,0,2,0,1,1,1,1,3,1,1,2,0,0
0,0,6,1,1,apartment,2,1,2,1,1,29,59,89,364,0,93.72979250541964,0,0,Khlong Toei,1,66.891,1,1,3760,3603,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.203064428936344,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,3,3,1,2,1,3,1,1,1,1,0
0,0,6,1,1,apartment,2,1,1,2,1,3,3,3,3,0,93.72979250541964,1,0,Phaya Thai,1,32.637,1,1,3760,3603,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.4854466141070555,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,0,1,1,1,2,3,1,1,1,1,0
0,7,7,1,1,Other,4,1,2,1,1,0,0,0,0,7,100,1,0.71,Sathon,1,39.6,0,0,293,76,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,3.6788291182604347,4.330733340286331,5.680172609017068,1.3862943611198906,1.9218120556728056,64,1,3,2,0,0,0,0,1,3,1,1,2,0,0
0,5,2,1,1,apartment,2,1,2,1,1,0,0,0,0,0,93.72979250541964,1,0,Ratchathewi,1,59.400000000000006,1,1,3760,3603,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,4.084294226368599,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,0,0,0,0,1,3,1,1,2,1,1
0,12,6,1,1,apartment,2,1,1,1,1,0,0,0,185,0,93.72979250541964,0,0,Khlong Toei,1,23.76,1,1,3760,3603,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3.168003494494444,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,2,0,0,0,1,3,1,1,2,1,1
0,12,6,1,1,apartment,3,1,1,1,1,29,38,38,223,1,100,0,0.13,Khlong Toei,1,18.150000000000002,0,0,236,236,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2.89867056071086,5.4638318050256105,5.4638318050256105,1.0986122886681098,1.206948960812582,27,1,3,2,2,2,1,2,1,3,1,1,2,0,1
0,12,6,1,1,apartment,3,2,2,1,1,0,0,0,186,0,93.72979250541964,0,0,Khlong Toei,1,43.89,1,1,3760,3603,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3.7816865037001426,8.189522110748094,8.23217423638394,1.0986122886681098,1.206948960812582,27,0,2,1,2,0,0,0,1,3,2,1,2,1,1
0,12,6,1,1,apartment,2,1,1,1,1,30,60,85,270,0,93.72979250541964,0,0,Khlong Toei,1,23.1,1,1,3760,3603,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3.139832617527748,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,3,3,1,2,1,3,1,1,2,1,1
0,12,6,1,1,apartment,4,1,2,1,1,0,0,0,185,0,93.72979250541964,0,0,Khlong Toei,1,23.1,1,1,3760,3603,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3.139832617527748,8.189522110748094,8.23217423638394,1.3862943611198906,1.9218120556728056,64,0,2,1,2,0,0,0,1,3,1,1,2,1,1
0,10,7,1,1,apartment,4,2,2,1,1,0,0,0,0,0,93.72979250541964,0,0,Khlong Toei,2.5,60.654,1,1,3760,3603,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,4.105185585399975,8.189522110748094,8.23217423638394,1.3862943611198906,1.9218120556728056,64,0,2,1,0,0,0,0,1,3,2,3,2,1,1
0,10,7,1,1,apartment,4,2,2,1,1,0,0,0,0,0,93.72979250541964,0,0,Khlong Toei,2.5,64.02,1,1,3760,3603,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,4.159195534541717,8.189522110748094,8.23217423638394,1.3862943611198906,1.9218120556728056,64,0,2,1,0,0,0,0,1,3,2,3,2,1,1
0,212,7,1,1,condominium,2,1,1,30,1,3,3,3,188,0,93.72979250541964,0,0,Suanluang,1,27.555,1,1,3760,3603,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.3161840073351985,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,2,1,1,1,3,3,1,1,2,1,0
1,20,9,1,1,apartment,6,2,2,14,1,9,9,9,193,1,100,0,0.1,Ratchathewi,3,148.5,0,0,294,294,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,5.000584958242754,5.683579767338681,5.683579767338681,1.791759469228055,3.210401995568401,216,1,3,2,2,1,1,1,3,3,2,3,2,0,0
0,7,6,1,1,apartment,2,1,2,1,1,0,0,0,0,0,93.72979250541964,0,0,Wang Thong Lang,1.5,29.865000000000002,1,1,3760,3603,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3.3966872261842695,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,0,0,0,0,1,3,1,2,2,1,0
0,5,1,1,0,apartment,2,1,0,1,1,29,29,29,29,1,100,1,0.1,Huai Khwang,1.5,18.249000000000002,0,0,290,290,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.904110284006678,5.66988092298052,5.66988092298052,0.6931471805599453,0.4804530139182014,8,1,3,2,0,1,1,2,1,1,1,2,2,0,1
